;№ КП;дата выдачи;Партнер (для КП);Конечный заказчик;Дистрибьютор;Sale;Presale
4021;4089;2022-04-27;Marvel;Газпромнефть Оренбург;;Турков;Антоновский
4022;4090;2022-04-28;Elcorservice;ЭлкорСервис;;Кононов;Антоновский
4023;4091;2022-04-28;Emilink;Производственная группа;;Турков;Антоновский
4024;4092;2022-04-28;Svet computers;НПО Лавочкина;;Толоко;Антоновский
4025;4093;2022-04-28;;ООО Н-Ком;;Черкашин;Тугаев
4026;4094;2022-04-28;Avilex;Ситуационный Центр для мэрии;Марвел;Филипчук;Антоновский
4027;4095;2022-04-29;Telecord service;МТУ-С;;Кононов;Антоновский
4028;4096;2022-04-29;Merlion;Русал;Мерлион;Толоко;Антоновский
4029;4097;2022-04-29;DataPro;Датапро;;Никитин;Антоновский
4030;4098;2022-04-29;DataPro;Датапро;;Никитин;Антоновский
4031;4099;2022-04-29;Positive;Квант-ФСБ;Марвел;Толоко;Антоновский
4032;4100;2022-04-29;Softline;Сфера Менеджмент;;Никитин;Епихин
4033;4101;2022-04-29;RentNet;;;Кононов;Тугаев
4034;4102;2022-04-29;Vybos;Квант;;Толоко;Антоновский
4035;4103;2022-04-29;StepLogic;Сбер;Марвел;Толоко;Антоновский
4036;4104;2022-04-29;Fintekh;Военка федералы;Марвел;Толоко;Антоновский
4037;4105;2022-04-29;Marvel;Лаборатория ВС;Марвел;Толоко;Антоновский
4038;4106;2022-04-29;OCS;КОНСИСТ-ОС;OCS;Кононов;Антоновский
4039;4107;2022-04-29;;МФИ Софт;;Попова;Тугаев
4040;4108;2022-04-29;Marvel;Крокус Фит;Марвел;Филипчук;Антоновский
4041;4109;2022-04-29;Yandex;;Марвел;Толоко;Юль
4042;4110;2022-04-29;Marvel;Газпром нефть ИТО;Марвел;Филипчук;Епихин
4043;4111;2022-05-04;komis;Завод по термическому обезвреживанию твердых коммунальных отходов мощностью 700 000 тонн ТКО в год(Россия, Московская область, Богородский городской округ);Марвел;Филипчук;Епихин
4044;4112;2022-05-04;komis;Завод по термическому обезвреживанию твердых коммунальных отходов мощностью 700 000 тонн ТКО в год (Россия, Московская область, городское поселение Солнечногорск);Марвел;Филипчук;Епихин
4045;4113;2022-05-04;komis;Завод по термическому обезвреживанию твердых коммунальных отходов мощностью 550 000 тонн ТКО в год (Россия, Республика Татарстан);Марвел;Филипчук;Епихин
4046;4114;2022-05-04;OCS;МТУ-С;OCS;Кононов;Тугаев
4047;4115;2022-05-04;Marvel;Селектел;;Никитин;Епихин
4048;4116;2022-05-04;;;;Попова;Тугаев
4049;4117;2022-05-04;Marvel;СБ;Марвел;Нугманов;Епихин
4050;4118;2022-05-04;AMT Group;МИИТ г. Москва (Российский университет транспорта);;Турков;Епихин
4051;4119;2022-05-04;lanit;Терминал Емельяново, Владивосток;Марвел;Толоко;Епихин
4052;4120;2022-05-04;cargo;Гознак (комцод);;Филипчук;Епихин
4053;4121;2022-05-05;Gazprom Inform;Газпром информ;;Филипчук;Антоновский
4054;4122;2022-05-05;Miran;Миран;;Никитин;Антоновский
4055;4123;2022-05-05;T-logic;АО МАШ;;Филипчук;Епихин
4056;4124;2022-05-05;Inforser;Московский Метрополитен;;Толоко;Антоновский
4057;4125;2022-05-05;GreenMDC;АЦБК;;Никитин;Антоновский
4058;4126;2022-05-05;Tegrus;ФСК ЕЭС;Мерлион;Толоко;Антоновский
4059;4127;2022-05-05;;Метрополитен;Мерлион;Кукарских;Тугаев
4060;4128;2022-05-05;Telecore Industrial;АСУнефть;;Кононов;Тугаев
4061;4129;2022-05-06;TecForce;Газпромнефть Хантос;;Турков;Антоновский
4062;4130;2022-05-06;DataRK;Уральский банк реконструкции и развития;;Толоко;Антоновский
4063;4131;2022-05-06;ITBOX;АО Прогресс;Марвел;Филипчук;Епихин
4064;4132;2022-05-06;CNS;Генериум;Мерлион;Толоко;Антоновский
4065;4133;2022-05-06;Oberon;СберКлауд;Марвел;Нугманов;Епихин
4066;4134;2022-05-06;Selectel;Селектел;Марвел;Никитин;Епихин
4067;4135;2022-05-06;Modul;Минцифры;;Черкашин;Тугаев
4068;4136;2022-05-06;AlfaEnergo;ЦБ Нижний Новгород;;Черкашин;Тугаев
4069;4137;2022-05-11;OCS;ФосАгро;OCS;Кононов;Тугаев
4070;4138;2022-05-11;ITER;Базовые металлы «Руссдрагмет»;Марвел;Филипчук;Антоновский
4071;4139;2022-05-11;Telecom Integratsiya;Каспийский Трубопроводный Консорциум;;Турков;Антоновский
4072;4140;2022-05-11;;Лесотехнический университет;;Кононов;Тугаев
4073;4141;2022-05-11;Logis;"МИНИСТЕРСТВО ИНФОРМАЦИОННЫХ
ТЕХНОЛОГИЙ, СВЯЗИ И ЦИФРОВОГО РАЗВИТИЯ ЧЕЛЯБИНСКОЙ ОБЛАСТИ";;Турков;Антоновский
4074;4142;2022-05-11;Marvel;Фишнет Коммюникейшнз;;Турков;Антоновский
4075;4143;2022-05-11;Marvel;ЕН + (enplus.ru);;Турков;Антоновский
4076;4144;2022-05-11;IS Company;АО «Полюс Красноярск», Красноярский край, Северо-Енисейский район, Олимпиадинский ГОК.;Мерлион;Толоко;Антоновский
4077;4145;2022-05-11;DigiData;ФСО;Марвел;Толоко;Антоновский
4078;4146;2022-05-11;Depo;СЕВЕРАЛМАЗ;Марвел;Филипчук;Юль
4079;4147;2022-05-11;CFT;Совкомбанк;Марвел;Филипчук;Антоновский
4080;4148;2022-05-12;;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВОРОНЕЖСКИЙ ГОСУДАРСТВЕННЫЙ ЛЕСОТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ Г.Ф. МОРОЗОВА""";Марвел;Попова;Тугаев
4081;4149;2022-05-12;Tempesto;Промсвязьбанк;;Турков;Епихин
4082;4150;2022-05-12;;7С ИТ;;Попова;Тугаев
4083;4151;2022-05-12;Marvel;Даталайн;;Турков;Епихин
4084;4152;2022-05-12;Tegrus;МОНОТЕК СТРОЙ;Мерлион;Толоко;Антоновский
4085;4153;2022-05-12;;ЛебГОК;;Попова;Тугаев
4086;4154;2022-05-12;Kir;КАПО им.Горбунова,г.Казань;;Филипчук;Антоновский
4087;4155;2022-05-12;T1-Integration;;Мерлион;Толоко;Антоновский
4088;4156;2022-05-12;SharxDC;Шаркс для собственных нужд;;Филипчук;Антоновский
4089;4157;2022-05-12;Ventilation systems;Росавтодор;;Филипчук;Антоновский
4090;4158;2022-05-12;Satel;Норникель;;Турков;Антоновский
4091;4159;2022-05-12;Netland;Атлант;;Толоко;Юль
4092;4160;2022-05-12;;;;Попова;Тугаев
4093;4161;2022-05-12;Vicom Plus;АО Eurasian Resources Group (ERG);;Толоко;Юль
4094;4162;2022-05-13;;ФТС (Федеральная Таможенная Служба);;Черкашин;Тугаев
4095;4163;2022-05-13;ICL;Полюс Алдан Куранах и Вернинское. ИБП, батареи;;Толоко;Епихин
4096;4164;2022-05-13;Dclogic;Совкомбанк;Мерлион;Толоко;Антоновский
4097;4165;2022-05-13;USSB;Делим;;Турков;Антоновский
4098;4166;2022-05-13;SMP;Крымтехнологии;;Толоко;Антоновский
4099;4167;2022-05-13;AMG Business;Мировые Судьи МСК;;Черкашин;Тугаев
4100;4168;2022-05-13;;Тулаточмаш;;Попова;Тугаев
4101;4169;2022-05-13;OCS;Yadro;OCS;Кононов;Тугаев
4102;4170;2022-05-13;ComplexResheniya;Воронежский государственный лесотехнический университет им. Морозова;;Попова;Тугаев
4103;4171;2022-05-13;Ritm IT;ДЭЛИМ РУС;Марвел;Толоко;Антоновский
4104;4172;2022-05-13;Galex;ГХК Горно-химический комбинат;Марвел;Толоко;Антоновский
4105;4173;2022-05-13;;УМВД по Брянской области;;Кононов;Тугаев
4106;4174;2022-05-16;;;;Кононов;Тугаев
4107;4175;2022-05-16;Impuls-Telecom;Базовые Металлы;;Толоко;Антоновский
4108;4176;2022-05-16;T1Cloud;T1Cloud;Марвел;Никитин;Антоновский
4109;4177;2022-05-16;Ixcellerate;;;Толоко;Юль
4110;4178;2022-05-16;Edinie systemnie technologii;Метрополитен Санкт-Петербурга станция Фрунзенская;;Толоко;Антоновский
4111;4179;2022-05-16;Marvel;Самараэнерго;;Турков;Антоновский
4112;4180;2022-05-16;Marvel;Яндекс;Марвел;Толоко;Антоновский
4113;4181;2022-05-16;Korus;ОЦРВ (РЖД);Марвел;Толоко;Антоновский
4114;4182;2022-05-16;Rittal;;;Дианова;Тугаев
4115;4183;2022-05-16;;;;Дианова;Тугаев
4116;4184;2022-05-16;Communications;АТОМДАТА;;Никитин;Епихин
4117;4185;2022-05-17;Aquarius;Росэнергоатом;Мерлион;Толоко;Антоновский
4118;4186;2022-05-17;Vostok;ННК-Приморнефтепродукт;Марвел;Толоко;Антоновский
4119;4187;2022-05-17;OCS;КРОК ;;Кононов;Тугаев
4120;4188;2022-05-17;Marvel;ИЗ-КАРТЭКС имени П.Г.  Коробкова;;Турков;Антоновский
4121;4189;2022-05-17;AMT Group;Норникель;;Турков;Антоновский
4122;4190;2022-05-17;;МФИ Соф;;Попова;Тугаев
4123;4191;2022-05-18;Impuls-Telecom;Федеральное государственное унитарное предприятие «Центральный Аэрогидродинамический Институт Имени Профессора Н.Е. Жуковского».;;Толоко;Антоновский
4124;4192;2022-05-18;STI;;;Турков;Антоновский
4125;4193;2022-05-18;;;;Дианова;Тугаев
4126;4194;2022-05-18;Marvel;Газпром газораспределние Южносахалинск;;Турков;Антоновский
4127;4195;2022-05-18;VBK;Сахалин энерго;Марвел;Толоко;Антоновский
4128;4196;2022-05-18;Omikom;ТРАНСИНЖСТРОЙ;Марвел;Филипчук;Антоновский
4129;4197;2022-05-18;Marvel;ВНИИФТРИ (Всероссийский научно-исследовательский институт физико-технических и радиотехнических измерений);;Турков;Епихин
4130;4198;2022-05-18;T1-Integration;ВТБ;;Никитин;Антоновский
4131;4199;2022-05-18;Skala-R;Скала-Р;Марвел;Никитин;Антоновский
4132;4200;2022-05-18;Alfacom;ЦОД O2xygen;;Никитин;Антоновский
4133;4201;2022-05-18;Intexnology;Лахта Центр;;Филипчук;Антоновский
4134;4202;2022-05-18;ARM EnergoTreyd;ТРАНСИНЖСТРОЙ;;Черкашин;Антоновский
4135;4203;2022-05-19;Marvel;Самараэнерго;;Турков;Антоновский
4136;4204;2022-05-19;Katarsis;ООО «НОВАТЭК-Усть-Луга»;;Дианова;Антоновский
4137;4205;2022-05-19;ITeco;ГБУЗ &НИИ СП им. Н.В. Склифосовского;;Никитин;Антоновский
4138;4206;2022-05-19;Universal Business Technologies;Ростовский Бройлер;OCS;Кононов;Антоновский
4139;4207;2022-05-19;Avilex;Ситуационный Центр для мэрии;Марвел;Филипчук;Епихин
4140;4208;2022-05-19;Global Service Company;"Государственное бюджетное учреждение Ростовской области ""Региональный центр информационных систем""";;Турков;Епихин
4141;4209;2022-05-19;1st-rate;Газпром Информ;Марвел;Филипчук;Епихин
4142;4210;2022-05-19;Grandtekhservice;Росавтодор, Центральная автомобильная дорога, ЦКАД 48 км.;;Филипчук;Антоновский
4143;4211;2022-05-19;STI;ЦОД Кейпоинт;;Турков;Епихин
4144;4212;2022-05-19;Genesis Engineering;ЦОД Mega DC Г. Алматы. ПИТ Алатау;;Филипчук;Антоновский
4145;4213;2022-05-20;Croc;Росэнергоатом;;Никитин;Епихин
4146;4214;2022-05-20;ARM EnergoTreyd;ТРАНСИНЖСТРОЙ;;Черкашин;Тугаев
4147;4215;2022-05-20;Yandex;;Марвел;Толоко;Юль
4148;4216;2022-05-20;Marvel;Самараэнерго;;Турков;Антоновский
4149;4217;2022-05-20;Marvel;Покровский рудник;;Турков;Антоновский
4150;4218;2022-05-20;;Новатэк - Мурманск;;Кононов;Тугаев
4151;4219;2022-05-20;C-Lan;Газпромнефть ИТО;Марвел;Филипчук;Антоновский
4152;4220;2022-05-20;Inline telecom;Даталайн;;Турков;Антоновский
4153;4221;2022-05-20;StepLogic;Сбер;Марвел;Толоко;Антоновский
4154;4222;2022-05-20;;МФИ Соф;;Попова;Тугаев
4155;4223;2022-05-23;Ittechnogroup;"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВОЛОГОДСКОЙ ОБЛАСТИ
""МЕДИЦИНСКИЙ ИНФОРМАЦИОННО-АНАЛИТИЧЕСКИЙ ЦЕНТР""";;Турков;Епихин
4156;4224;2022-05-23;Avilex;ДИТ, СК РФ 1-я Фрунзенская ул., 3А, Москва, 119146;Марвел;Филипчук;Антоновский
4157;4225;2022-05-23;Infocell;Ашан;;Турков;Антоновский
4158;4226;2022-05-23;;ООО «ФАЙБЕРТУЛ ТЕХНОЛОГИИ»;;Кукарских;Тугаев
4159;4227;2022-05-23;A-Systems;;Марвел;Филипчук;Епихин
4160;4228;2022-05-23;Anten-1;Газпромнефть ИТО;;Филипчук;Епихин
4161;4229;2022-05-23;GreenMDC;ГлавНИВЦ;;Никитин;Антоновский
4162;4230;2022-05-23;TrustInfo;Трастино;;Никитин;Антоновский
4163;4231;2022-05-23;Logicsystems;МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ПСИХОЛОГО-ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ;Марвел;Толоко;Антоновский
4164;4232;2022-05-23;AtomData;Мегафон;;Никитин;Антоновский
4165;4233;2022-05-24;;;;Попова;Тугаев
4166;4234;2022-05-24;Miran;МИРАН;;Никитин;Епихин
4167;4235;2022-05-24;IBS Platformix;Инженерные решения;;Никитин;Антоновский
4168;4236;2022-05-24;Marvel;Маломырский рудник;;Турков;Антоновский
4169;4237;2022-05-24;ITGlobal;НМХЦ им. Пирогова;;Турков;Антоновский
4170;4238;2022-05-24;Marvel;Тамбовский бекон;;Турков;Антоновский
4171;4239;2022-05-24;2D-Systems;;;Никитин;Антоновский
4172;4240;2022-05-24;Kriljonservice;Аэропорт Южно-Сахалинск;Марвел;Толоко;Антоновский
4173;4241;2022-05-24;NBS group;Электросвязь г. Махачкала;;Турков;Антоновский
4174;4242;2022-05-24;Systemlink;АО СО ЕЭ;Мерлион;Толоко;Антоновский
4175;4243;2022-05-24;Linxdata;Linxdata;;Никитин;Антоновский
4176;4244;2022-05-25;Etos;Белая гора;;Турков;Антоновский
4177;4245;2022-05-25;Merlion;ББР БАНК;;Никитин;Антоновский
4178;4246;2022-05-25;;АО НИИ Масштаб;;Черкашин;Тугаев
4179;4247;2022-05-25;Vingard;Нестле;;Турков;Антоновский
4180;4248;2022-05-25;Softline;Знаменский СГЦ;Марвел;Филипчук;Антоновский
4181;4249;2022-05-25;Ixcellerate;;;Толоко;Антоновский
4182;4250;2022-05-25;MRS Led;РЭУ ми.Плеханова;;Турков;Антоновский
4183;4251;2022-05-25;3data;Русские облака;Мерлион;Никитин;Антоновский
4184;4252;2022-05-25;OCS;ДАТА ФОРТ;;Попова;Тугаев
4185;4253;2022-05-25;DataDom;Норникель;;Никитин;Антоновский
4186;4254;2022-05-25;;ЭлкорСервис;;Кононов;Тугаев
4187;4255;2022-05-25;A-Systems;ФГУП 18 ЦЕНТРАЛЬНЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ;Марвел;Филипчук;Антоновский
4188;4256;2022-05-25;Kirb;ПАО «Норильский никель»;Марвел;Черкашин;Тугаев
4189;4257;2022-05-25;Croc;НИИ Транснефть;;Никитин;Антоновский
4190;4258;2022-05-25;Open technology;АО «ВПК «НПО машиностроения»;;Никитин;Антоновский
4191;4259;2022-05-26;;ЭлкорСервис;;Кононов;Тугаев
4192;4260;2022-05-26;Impuls-Telecom;Ситроникс.Новосибирск;;Толоко;Епихин
4193;4261;2022-05-26;Croc;ФКБУ МЦК ЗАЩИТА Минздрава Росии;;Никитин;Антоновский
4194;4262;2022-05-26;Aksoft;АО «Конструкторское Бюро Химавтоматики»;;Филипчук;Антоновский
4195;4263;2022-05-26;USSB;АО РОТЕК, УТЗ;;Никитин;Антоновский
4196;4264;2022-05-26;Armit;Банк Русский Стандарт;Марвел;Филипчук;Антоновский
4197;4265;2022-05-26;Spectr-RS;«Российская национальная библиотека» (РНБ) ЦОД;;Толоко;Антоновский
4198;4266;2022-05-26;;МФИ Соф;;Попова;Тугаев
4199;4267;2022-05-26;Marvel;Маврел;;Никитин;Антоновский
4200;4268;2022-05-26;R.PARTNER;«Информационно-технологический центр Камчатского края»;Марвел;Толоко;Антоновский
4201;4269;2022-05-26;DataPro;"СБЕРКЛАУД (ООО ""Облачные технологии"")";;Никитин;Антоновский
4202;4270;2022-05-26;OCS;;OCS;Кононов;Антоновский
4203;4271;2022-05-26;;"ООО ""Мимир инжиниринг""";;Кукарских;Тугаев
4204;4272;2022-05-26;;МФИ Соф;;Попова;Тугаев
4205;4273;2022-05-26;StroyInzProekt;ПАО «Туполев»;;Турков;Епихин
4206;4274;2022-05-26;VBK;«Информационно-технологический центр Камчатского края»;OCS;Кононов;Антоновский
4207;4275;2022-05-26;;Тулаточмаш;;Попова;Тугаев
4208;4276;2022-05-26;;;OCS;Кононов;Тугаев
4209;4277;2022-05-26;;ЭЛЕРОН;;Черкашин;Тугаев
4210;4278;2022-05-26;Croc;ЦСП;;Никитин;Антоновский
4211;4279;2022-05-26;Spectrum;;;Филипчук;Антоновский
4212;4280;2022-05-26;Selectel;Селектел;;Никитин;Епихин
4213;4281;2022-05-27;NTC Sphere;Лукойл Волгоград;;Дьяков;Тугаев
4214;4282;2022-05-27;OCS;;OCS;Кононов;Тугаев
4215;4283;2022-05-27;;ИТ-Парк;;Кононов;Тугаев
4216;4284;2022-05-27;Marvel;Даталайн;;Турков;Антоновский
4217;4285;2022-05-27;Grad detal;Белая гора;;Турков;Антоновский
4218;4286;2022-05-27;Network technologies;"АО ""ТВЭЛ-СТРОЙ""";;Черкашин;Тугаев
4219;4287;2022-05-27;Pagercom;Администрация города Челябинска;;Турков;Антоновский
4220;4288;2022-05-27;OCS;VK Group;;Кононов;Тугаев
4221;4289;2022-05-27;Sitronics;АФК Системы АФК Система, г. Москва, Моховая, 13, стр. 1;;Филипчук;Епихин
4222;4290;2022-05-27;Rittal;Rittal;;Дианова;Тугаев
4223;4291;2022-05-27;;;;Черкашин;Тугаев
4224;4292;2022-05-27;Selectel;Селектел;;Никитин;Антоновский
4225;4293;2022-05-27;Marvel;sbercloud;Марвел;Нугманов;Епихин
4226;4294;2022-05-27;Marvel;ГПН Хантос;;Филипчук;Епихин
4227;4295;2022-05-27;Iteco;Мосводоканал;Марвел;Филипчук;Антоновский
4228;4296;2022-05-27;Depo;Амтел;;Филипчук;Юль
4229;4297;2022-05-30;Marvel;Банк Открытие;;Турков;Антоновский
4230;4298;2022-05-30;StepLogic;Mail (VK);;Нугманов;Антоновский
4231;4299;2022-05-30;Softline;CompMechLab СПбПУ;;Филипчук;Антоновский
4232;4300;2022-05-30;ATS Electric;Редиссон отель;Мерлион;Филипчук;Антоновский
4233;4301;2022-05-30;;Сонет НН;;Попова;Тугаев
4234;4302;2022-05-30;Meldana;КАМАЗ;;Никитин;Антоновский
4235;4303;2022-05-30;;Мегафон;;Попова;Тугаев
4236;4304;2022-05-30;Tegrus;ПЭТ Технолоджи;Мерлион;Никитин;Антоновский
4237;4305;2022-05-30;;Мегафон;;Попова;Тугаев
4238;4306;2022-05-30;Marvel;Мегафон;Марвел;Филипчук;Антоновский
4239;4307;2022-05-30;;Мегафон;;Попова;Тугаев
4240;4308;2022-05-30;Black;Газпромнефть ИТО;;Филипчук;Антоновский
4241;4309;2022-05-30;;Мегафон;;Попова;Тугаев
4242;4310;2022-05-30;Oberon;Сбербанк;Мерлион;Нугманов;Юль
4243;4311;2022-05-30;Marvel;Финтех;;Турков;Антоновский
4244;4312;2022-05-30;PRIDEX Group;Сбербанк;;Филипчук;Антоновский
4245;4313;2022-05-30;Vybos;ООО «Специальные проекты и системы»;;Филипчук;Антоновский
4246;4314;2022-05-30;Wizard;ТК Мегаполис;;Турков;Антоновский
4247;4315;2022-05-30;ITER;Многовершинное;Марвел;Филипчук;Антоновский
4248;4316;2022-05-30;Marvel;Финтех;;Турков;Епихин
4249;4317;2022-05-31;ICL;Технопарк в сфере высоких технологий «ИТ-парк»;Марвел;Филипчук;Антоновский
4250;4318;2022-05-31;Sonet Inv;;;Дианова;Тугаев
4251;4319;2022-05-31;Softline;КАМАЗ;;Никитин;Антоновский
4252;4320;2022-05-31;Jet;НАО НПЦ СПС;;Никитин;Антоновский
4253;4321;2022-05-31;Kris;Красмаш;;Турков;Епихин
4254;4322;2022-05-31;USSB;;;Никитин;Антоновский
4255;4323;2022-05-31;Rittal;Rittal;;Дианова;Тугаев
4256;4324;2022-05-31;Vekus;Нева-Комплект;Марвел;Филипчук;Антоновский
4257;4325;2022-05-31;MTU-S;ММТС9;;Филипчук;Антоновский
4258;4326;2022-05-31;Lanit Nord;Академический Малый Драматический театр - театр Европы;;Филипчук;Антоновский
4259;4327;2022-05-31;ixcellerate;;;Филипчук;Антоновский
4260;4328;2022-05-31;Gazprom Inform;;;Филипчук;Антоновский
4261;4329;2022-05-31;Delta;Казтелепорт;;Турков;Антоновский
4262;4330;2022-05-31;;Новатэк - Мурманск;;Кононов;Тугаев
4263;4331;2022-05-31;Master;ТФОМС по Тюменской области;;Турков;Антоновский
4264;4332;2022-06-01;Rittal;Rittal;;Дианова;Тугаев
4265;4333;2022-06-01;Aquarius;Линза;Марвел;Филипчук;Антоновский
4266;4334;2022-06-01;abak2000;НАК АЗОТ;;Никитин;Епихин
4267;4335;2022-06-01;;;Ланит-Норд;Попова;Тугаев
4268;4336;2022-06-01;Tsentrelectromontazh;Яндекс;Марвел;Филипчук;Антоновский
4269;4337;2022-06-01;;МФИ Соф;;Попова;Тугаев
4270;4338;2022-06-01;ICL-services;;;Черкашин;Тугаев
4271;4339;2022-06-01;Inline telecom;Центр Хранения Данных;;Турков;Антоновский
4272;4340;2022-06-01;;"АО ""СПУТНИКТЕЛЕКОМ"" (УФА)ИНН 0278101668";;Черкашин;Тугаев
4273;4341;2022-06-01;Infotaktika;МИД РФ;;Никитин;Антоновский
4274;4342;2022-06-01;Croc;РТК ЦОД (ЦХД);Мерлион;Никитин;Антоновский
4275;4343;2022-06-01;RusHiTechExport;;;Филипчук;Антоновский
4276;4344;2022-06-01;;МВД Пермь;;Кононов;Тугаев
4277;4345;2022-06-01;;;;Попова;Тугаев
4278;4346;2022-06-01;Rittal;Rittal;;Дианова;Тугаев
4279;4347;2022-06-01;Infocell;Русснефть Томский филиал;Марвел;Турков;Антоновский
4280;4348;2022-06-01;IBS Platformix;СМС Трафик;Марвел;Турков;Антоновский
4281;4349;2022-06-01;dc.ostankino;ЦОД Останкино;;Турков;Юль
4282;4350;2022-06-02;OCS;OCS;;Кононов;Тугаев
4283;4351;2022-06-02;Compulink;Многовершинное;Марвел;Турков;Антоновский
4284;4352;2022-06-02;;МФИ Соф;;Попова;Тугаев
4285;4353;2022-06-02;Softline;КГАУ «Информационно-технологический центр»;;Никитин;Антоновский
4286;4354;2022-06-02;STI;;;Турков;Антоновский
4287;4355;2022-06-02;Miran;;;Никитин;Антоновский
4288;4356;2022-06-02;USSB;АО РОТЭК;;Никитин;Антоновский
4289;4357;2022-06-02;Spectrum;подписываю NDA, пока заказчик не говорят;Марвел;Филипчук;Епихин
4290;4358;2022-06-03;Bezopasniy region;" ГКУ ИО ""БЕЗОПАСНЫЙ РЕГИОН""";;Никитин;Антоновский
4291;4359;2022-06-03;Marvel;ДОМ РФ;;Турков;Антоновский
4292;4360;2022-06-03;Marvel;Ростелеком;OCS;Кононов;Тугаев
4293;4361;2022-06-03;IBS Platformix;Медан;Марвел;Турков;Антоновский
4294;4362;2022-06-03;;МФИ Соф;;Попова;Тугаев
4295;4363;2022-06-03;Selectel;Селектел;;Никитин;Антоновский
4296;4364;2022-06-03;A-Systems;НИИДАР;Марвел;Филипчук;Антоновский
4297;4365;2022-06-03;Merlion;Макомнет;;Турков;Антоновский
4298;4366;2022-06-03;;НПО «Автоматики»;;Черкашин;Тугаев
4299;4367;2022-06-03;Inzhenerie seti;;;Турков;Антоновский
4300;4368;2022-06-03;;;;Дианова;Тугаев
4301;4369;2022-06-03;IXcellerate;IXcellerate;;Никитин;Антоновский
4302;4370;2022-06-03;Spectr-RS;Трансефть ЦОД Луховицы;Марвел;Филипчук;Епихин
4303;4371;2022-06-03;Marvel;Центр развития перспективных технологий;Марвел;Никитин;Антоновский
4304;4372;2022-06-03;Marvel;Банк Русский Стандарт;Марвел;Филипчук;Антоновский
4305;4373;2022-06-03;;;;Дианова;Тугаев
4306;4374;2022-06-03;Inline;МЦОД НВАЭС;Марвел;Филипчук;Епихин
4307;4375;2022-06-03;Inline;Счётная палата;Марвел;Филипчук;Антоновский
4308;4376;2022-06-03;Marvel;;Марвел;Никитин;Антоновский
4309;4377;2022-06-03;Marvel;АО ПОЛЮС Вернинское;Марвел;Никитин;Антоновский
4310;4378;2022-06-03;Marvel;Дом.РФ;Марвел;Турков;Юль
4311;4379;2022-06-06;USSB;«Эр-Телеком Холдинг», филиал г.Пермь;;Никитин;Антоновский
4312;4380;2022-06-06;Logicsystems;ТКБ Банк;Марвел;Филипчук;Антоновский
4313;4381;2022-06-06;;Удоканская медь;;Попова;Тугаев
4314;4382;2022-06-06;System Soft;"ПАО КОРПОРАЦИЯ
""ВСМПО-АВИСМА""";Марвел;Турков;Антоновский
4315;4383;2022-06-06;Marvel;Главная линия;;Турков;Антоновский
4316;4384;2022-06-06;Marvel;3data;Марвел;Никитин;Антоновский
4317;4385;2022-06-06;Intracom;НОВОКУЙБЫШЕВСКИЙ ЗАВОД МАСЕЛ И ПРИСАДОК (НЗМП);Мерлион;Филипчук;Антоновский
4318;4386;2022-06-07;3data;;;Никитин;Антоновский
4319;4387;2022-06-07;ISIB;"ФГУП ""ГОСУДАРСТВЕННАЯ КОРПОРАЦИЯ ПО ОРГАНИЗАЦИИ ВОЗДУШНОГО ДВИЖЕНИЯ В РФ""";Марвел;Филипчук;Антоновский
4320;4388;2022-06-07;Impuls-Telecom;АО ПРИОКСКИЙ ЗАВОД ЦВЕТНЫХ МЕТАЛЛОВ (ПЗЦМ);;Филипчук;Антоновский
4321;4389;2022-06-07;Vektortelecom;Мегалинк;Марвел;Турков;Антоновский
4322;4390;2022-06-07;Elvis plus;НИИ Восход;Мерлион;Филипчук;Антоновский
4323;4391;2022-06-07;OCS;АТОМДАТА;OCS;Кононов;Тугаев
4324;4392;2022-06-08;DEPO;;;Дианова;Тугаев
4325;4393;2022-06-08;Talmer;МФИ Соф;;Попова;Тугаев
4326;4394;2022-06-08;RIT;Даталайн;;Попова;Тугаев
4327;4395;2022-06-08;RIT;;;Попова;Тугаев
4328;4396;2022-06-08;Tempesto;ОБИТ СПб;;Попова;Тугаев
4329;4397;2022-06-08;Transfer Equipment;ЦАГИ;;Черкашин;Тугаев
4330;4398;2022-06-08;3logic;;;Турков;Антоновский
4331;4399;2022-06-08;PRIDEX Group;Лахта Центр, Санкт Петербруг;Марвел;Филипчук;Антоновский
4332;4400;2022-06-08;New Technologies;"АО ""Машиностроительный завод ""ЗиО-Подольск"", МО";;Черкашин;Тугаев
4333;4401;2022-06-08;Croc;;;Никитин;Антоновский
4334;4402;2022-06-08;A-Systems;ОАО «НПК «НИИДАР»;Марвел;Филипчук;Антоновский
4335;4403;2022-06-08;DataPro;;;Никитин;Антоновский
