;№ КП;дата выдачи;Партнер (для КП);Конечный заказчик;Дистрибьютор;Sale;Presale
4523;4591;2022-07-04;IBS Platformix;Йокогава;Марвел;Турков;Епихин
4524;4592;2022-07-04;kv-projects;ТНС Энерго Ростов ИНН: 6168002922;;Турков;Епихин
4525;4593;2022-07-04;Jet;Аэродвигатель;;Никитин;Курышев
4526;4594;2022-07-04;Communications;Атомдата;Марвел;Никитин;Курышев
4527;4595;2022-07-04;Complete;Пивоваренная компания Балтика;;Филипчук;Епихин
4528;4596;2022-07-04;Marvel;Медиагруппа «Россия сегодня»;Марвел;Никитин;Епихин
4529;4597;2022-07-04;Croc;ИННОВА ДИСТРИБЬЮШН;Марвел;Никитин;Епихин
4530;4598;2022-07-04;Talmer;МФИ Соф;;Попова;Тугаев
4531;4599;2022-07-04;Rittal;Риттал;;Дианова;Тугаев
4532;4600;2022-07-04;Technodinamica;Казанский авиационный завод им. С.П.Горбунова (филиал ПАО «Туполев»);;Филипчук;Курышев
4533;4601;2022-07-05;Sonet Inv;;;Дианова;Тугаев
4534;4602;2022-07-05;Ittechnogroup;«Строительство кампуса мирового уровня» федерального государственного автономного образовательного учреждения высшего образования «Новосибирский национальный исследовательский государственный университет» (вторая очередь строительства, объекты ФАИП);Марвел;Филипчук;Епихин
4535;4603;2022-07-05;Gazprom automation;ООО «Газпром трансгаз Москва»;Марвел;Филипчук;Курышев
4536;4604;2022-07-05;Kuchenland;"АО ""Кюхенлэнд Хоум Рус""";;Черкашин;Тугаев
4537;4605;2022-07-05;Richcomp;БИГ Телком;;Попова;Тугаев
4538;4606;2022-07-05;DClogic;ТВЭЛ Росатом;;Турков;Епихин
4539;4607;2022-07-05;Softline;Красцветмет;;Никитин;Епихин
4540;4608;2022-07-05;FD-Telecom;Министерство Транспорта и Дорожного Хозяйства Республики Татарстан;Мерлион;Филипчук;Юль
4541;4609;2022-07-05;Rittal;Риттал;;Дианова;Тугаев
4542;4610;2022-07-05;Tela Telecom;"АО ""АБ ИНБЕВ ЭФЕС""";Марвел;Филипчук;Епихин
4543;4611;2022-07-06;Intracom;заказчика НЗМП Адрес объекта: 446207, Самарская область, г. Новокуйбышевск, ул. Осипенко, д.11;Мерлион;Филипчук;Курышев
4544;4612;2022-07-06;Telecom Integratsiya;«Аэронавигация Центральной Сибири» – филиал ФГУП «Госкорпорация по ОрВД»;;Турков;Курышев
4545;4613;2022-07-06;Telecom Integratsiya;;;Турков;Епихин
4546;4614;2022-07-06;MTU-S;М9;;Кононов;Тугаев
4547;4615;2022-07-06;Iteco;Трастинфо;Марвел;Никитин;Курышев
4548;4616;2022-07-06;AtomData;АтомДата;;Никитин;Епихин
4549;4617;2022-07-06;Marvel;МАРВЕЛ;;Никитин;Курышев
4550;4618;2022-07-06;Abit;RT (Россия сегодня);OCS;Кононов;Епихин
4551;4619;2022-07-06;Talmer;Удоканская медь;;Попова;Тугаев
4552;4620;2022-07-06;compintegro;Банк Тинькофф;Мерлион;Филипчук;Епихин
4553;4621;2022-07-07;Teleport;епартамент цифрового развития Смоленской области;;Черкашин;Тугаев
4554;4622;2022-07-07;Jet;Администрация Краснодара;;Черкашин;Тугаев
4555;4623;2022-07-07;A-Systems;ФГУП 18 ЦНИИ МО РФ;Марвел;Филипчук;Епихин
4556;4624;2022-07-07;Talmer;МФИ Соф;;Попова;Тугаев
4557;4625;2022-07-07;Xcom;RT (Россия сегодня);;Попова;Тугаев
4558;4626;2022-07-07;DataPro;ДАТАПРО;;Никитин;Курышев
4559;4627;2022-07-07;Communications;АтомДата;;Никитин;Епихин
4560;4628;2022-07-07;sk-it;"БУ ""ОКРУЖНОЙ ЦЕНТР ИНФОРМАЦИОННО-КОММУНИКАЦИОННЫХ ТЕХНОЛОГИЙ""";Марвел;Филипчук;Епихин
4561;4629;2022-07-08;Paladin;Профхолод;;Турков;Епихин
4562;4630;2022-07-08;Marvel;Концерн Моринформсистема - Агат;Марвел;Филипчук;Курышев
4563;4631;2022-07-11;Aksoft;ТНС Энерго Пенза;Аксофт;Филипчук;Епихин
4564;4632;2022-07-11;Rittal;Риттал;;Дианова;Тугаев
4565;4633;2022-07-11;Rittal;Риттал;;Дианова;Тугаев
4566;4634;2022-07-11;Rittal;Риттал;;Дианова;Тугаев
4567;4635;2022-07-11;DataRK;Полюс ( 3 проекта);;Филипчук;Епихин
4568;4636;2022-07-11;amgk;РИЦ г.Волгоград;;Никитин;Епихин
4569;4637;2022-07-11;Elvis plus;ФНС;Мерлион;Никитин;Епихин
4570;4638;2022-07-11;Electrical engineer;Яндекс;;Филипчук;Епихин
4571;4639;2022-07-11;Scala-R;ИНИОН РАН;;Никитин;Епихин
4572;4640;2022-07-12;Marvel;"ООО ""Газпромнефть ИТО"" Санкт-Петербург, Конногвардейский бульвар, д. 4";Марвел;Филипчук;Курышев
4573;4641;2022-07-12;Ixcellerate;Ixcellerate;;Никитин;Епихин
4574;4642;2022-07-12;Marvel;Свободный склад;Марвел;Нугманов;Епихин
4575;4643;2022-07-12;TecForce;Газпромнефть Заполярье;;Турков;Курышев
4576;4644;2022-07-12;Compulink;РН морской терминал Находка  ул. Макарова, 19, Находка, Приморский край,;Марвел;Филипчук;Епихин
4577;4645;2022-07-13;netland;Метрополитен г. Минск;;Турков;Курышев
4578;4646;2022-07-13;Ovinon;;;Кононов;Тугаев
4579;4647;2022-07-13;Logicsystems;"ООО ""АТЛАС МАЙНИНГ"" ИНН 7720649680";OCS;Кононов;Тугаев
4580;4648;2022-07-13;Rubitech;Институт научной информации по общественным наукам РАН;OCS;Кононов;Тугаев
4581;4649;2022-07-13;Luis+;;;Кононов;Тугаев
4582;4650;2022-07-13;Sonet Inv;ООО «М100»;;Дианова;Тугаев
4583;4651;2022-07-13;DataRK;АО «Сибирская нефтегазовая компания», адрес объекта, Ямало-Ненецкий автономный округ, г. Новый Уренгой, мкр. Полярный.;;Филипчук;Курышев
4584;4652;2022-07-13;A-Systems;НИИДАР ул. 8 Марта, 10, стр. 5, Северный административный округ, Москва;Марвел;Филипчук;Епихин
4585;4653;2022-07-13;Inart;ГУП Московский Метрополитен;;Филипчук;Епихин
4586;4654;2022-07-13;Ixcellerate;Ixcellerate;;Никитин;Епихин
4587;4655;2022-07-13;Informzashchita;АО «ГТЛК»  629008, Ямало-Ненецкий автономный округ, город Салехард, улица Республики, дом 73, комната 100;Марвел;Филипчук;Епихин
4588;4656;2022-07-13;Hiref;Корпорация «Кошелев»  г. Самара, ул. Самарская, 110;;Филипчук;Епихин
4589;4657;2022-07-13;Avilex;ФСО ВКС Адрес установки: Проспект Вернадского,22;Мерлион;Филипчук;Епихин
4590;4658;2022-07-14;Croc;DAMATE;Марвел;Никитин;Епихин
4591;4659;2022-07-14;Sitronics;ФГУП Космическая связь;;Дианова;Тугаев
4592;4660;2022-07-14;Marvel;Сибирская нефтегазовая компания», адрес объекта, Ямало-Ненецкий автономный округ, г. Новый Уренгой, мкр. Полярный.;Марвел;Филипчук;Курышев
4593;4661;2022-07-14;Atp-group;"ООО ""ЭйТиПи Групп""";;Дьяков;Тугаев
4594;4662;2022-07-14;Sonet Inv;;;Дианова;Тугаев
4595;4663;2022-07-14;sk-it;"БУ ""ОКРУЖНОЙ ЦЕНТР ИНФОРМАЦИОННО-КОММУНИКАЦИОННЫХ ТЕХНОЛОГИЙ""";Марвел;Филипчук;Курышев
4596;4664;2022-07-14;Inline;Информационно-телекоммуникационная инфраструктура ООО «Биотехнологический кампус» г. Москва, ул. Миклухо-Маклая, д. 16/10, стр.1;Марвел;Филипчук;Епихин
4597;4665;2022-07-14;Merlion;ОККО;Мерлион;Филипчук;Епихин
4598;4666;2022-07-14;Vybos;ФГУП КВАНТ Ленинградская область, Ломоносовский район, Лаголовское сельское поселение, СНТ Городское, Красносельская ул., д.27.;;Филипчук;Епихин
4599;4667;2022-07-14;Vybos;ФГУП КВАНТ Ленинградская область, Ломоносовский район, Лаголовское сельское поселение, СНТ Городское, Красносельская ул., д.27.;;Филипчук;Епихин
4600;4668;2022-07-14;Tecforce;Асоду);;Филипчук;Курышев
4601;4669;2022-07-15;Innova;"ГБУЗ ТО ""Областная клиническая больница № 2"", г. Тюмень";;Филипчук;Юль
4602;4670;2022-07-15;Marvel;Яндекс;Марвел;Филипчук;Епихин
4603;4671;2022-07-15;INLINE Technologies;ФССП;;Черкашин;Тугаев
4604;4672;2022-07-15;Aquarius;АО Машиностроительный завод г.Электросталь;Марвел;Филипчук;Юль
4605;4673;2022-07-15;USSB;РМИАЦ;;Никитин;Епихин
4606;4674;2022-07-15;T-logic;Башкирэнерго ул. Комсомольская, 17, Уфа, Респ. Башкортостан,;;Филипчук;Епихин
4607;4675;2022-07-15;Iso-energo;ЦОД O2XYGEN;Мерлион;Филипчук;Епихин
4608;4676;2022-07-18;;Газпромнефть ИТО;;Филипчук;Юль
4609;4677;2022-07-18;Business System Telecom;ФГБУ СПБ НИИФ Минздрава, Санкт – Петербург;;Турков;Епихин
4610;4678;2022-07-18;Black;Газпромнефть ИТО;;Филипчук;Юль
4611;4679;2022-07-18;Telecom Integratsiya;ЦОД Ядро Фаб Дубна;;Турков;Курышев
4612;4680;2022-07-18;ST Svyas;ФСБ Пермь;;Попова;Тугаев
4613;4681;2022-07-18;gotechinnovation;ГОК «Озерный»;;Филипчук;Епихин
4614;4682;2022-07-18;KPBS;МГУУ;Марвел;Филипчук;Юль
4615;4683;2022-07-18;Modul;АДМАН;;Черкашин;Тугаев
4616;4684;2022-07-18;Iso-energo;Тинькофф;Мерлион;Филипчук;Курышев
4617;4685;2022-07-18;Modul;"ФГБУ ""СПБ НИИФ"" Минздрава России";;Черкашин;Тугаев
4618;4686;2022-07-18;Iso-energo;ЦОД O2XYGEN;Мерлион;Филипчук;Курышев
4619;4687;2022-07-18;STC;РН-Ванкор;;Черкашин;Тугаев
4620;4688;2022-07-18;ComplexResheniya;АО «Концерн «Созвездие»;;Попова;Тугаев
4621;4689;2022-07-18;IT Service;Северен Телеком;Марвел;Турков;Юль
4622;4690;2022-07-19;Talmer;Data Center Group;;Попова;Тугаев
4623;4691;2022-07-19;Croc;НСПК;Марвел;Никитин;Юль
4624;4692;2022-07-19;Technoprom;АО «ГАЗПРОМНЕФТЬ-МНПЗ»  1, корп. 3, Юго-Восточный административный округ, район Капотня, 2-й квартал, Москва;Марвел;Филипчук;Курышев
4625;4693;2022-07-19;Croc;ВТБ;Марвел;Никитин;Юль
4626;4694;2022-07-19;OCS;АДМАН;;Кононов;Тугаев
4627;4695;2022-07-19;Talmer;Мегафон;;Попова;Тугаев
4628;4696;2022-07-19;Rostelecom-solar;М9;;Черкашин;Тугаев
4629;4697;2022-07-19;AMT Group;ЦБ РФ;;Турков;Юль
4630;4698;2022-07-19;FKU-GT;"ФКУ ""Государственные Технологии""";Мерлион;Дьяков;Тугаев
4631;4699;2022-07-20;DataRK;ЭЛЬГА-УГОЛЬ;;Никитин;Курышев
4632;4700;2022-07-20;It-Lanit;Мусоросжигательный завод в Воскресенске;Мерлион;Филипчук;Курышев
4633;4701;2022-07-20;Telecom Integratsiya;Алабуга девелопмент;;Турков;Юль
4634;4702;2022-07-20;Talmer;МФИ Соф;;Попова;Тугаев
4635;4703;2022-07-20;Xcom;;;Попова;Тугаев
4636;4704;2022-07-20;Rittal;;;Дианова;Тугаев
4637;4705;2022-07-20;Sonet Inv;;;Дианова;Тугаев
4638;4706;2022-07-21;Marvel;ТНС Энерго, г.Ростов на Дону;Марвел;Турков;Тугаев
4639;4707;2022-07-21;AMT Group;;OCS;Кононов;Тугаев
4640;4708;2022-07-21;POINT-IT;СЕВЕРЕН-ТЕЛЕКОМ;OCS;Кононов;Тугаев
4641;4709;2022-07-21;Talmer;Мегафон;;Попова;Тугаев
4642;4710;2022-07-21;Marvel;БИЗНЕС СИСТЕМА ТЕЛЕХАУС;Марвел;Никитин;Юль
4643;4711;2022-07-21;Smart Tech;НИИ ВОСХОД;;Никитин;Юль
4644;4712;2022-07-21;DataPro;ДАТАПРО;Марвел;Никитин;Юль
4645;4713;2022-07-21;3data;3ДАТА;;Никитин;Юль
4646;4714;2022-07-21;Marvel;Башкирэнерго;Марвел;Турков;Юль
4647;4715;2022-07-22;Accent;ПущГЕНИ;Марвел;Турков;Тугаев
4648;4716;2022-07-22;Lanit Nord;;;Попова;Тугаев
4649;4717;2022-07-22;CNS;ГАЗПРОМНЕФТЬ-МНПЗ;Марвел;Филипчук;Курышев
4650;4718;2022-07-22;KIT-Systems;Красный Бор;Марвел;Турков;Епихин
4651;4719;2022-07-22;M-Invest;"ГБУЗ РК ""СГП №3""";;Попова;Тугаев
4652;4720;2022-07-22;RIT;;;Попова;Тугаев
4653;4721;2022-07-22;Croс;;;Никитин;Курышев
4654;4722;2022-07-22;Arsenal;Медси;Марвел;Турков;Курышев
4655;4723;2022-07-22;Marvel;Сбербанк;Марвел;Нугманов;Юль
4656;4724;2022-07-22;Rosinfocominvest;Telecom Egypt;;Филипчук;Юль
4657;4725;2022-07-22;Inart;БП Румянцево;Марвел;Филипчук;Юль
4658;4726;2022-07-25;ITGlobal;Загорский Трубный завод;;Турков;Епихин
4659;4727;2022-07-25;Electroindustry;Тулаточмаш;;Попова;Тугаев
4660;4728;2022-07-25;Marvel;Маппер;;Турков;Антоновский
4661;4729;2022-07-25;Croс;МВМ;Марвел;Никитин;Антоновский
4662;4730;2022-07-25;Lanit Nord;;;Попова;Тугаев
4663;4731;2022-07-25;kv-projects;ТНС Энерго Пенза;;Турков;Курышев
4664;4732;2022-07-25;IBS Platformix;TotalEnergies EP Russie;;Никитин;Юль
4665;4733;2022-07-25;Comita;Газпром Информ;Марвел;Филипчук;Антоновский
4666;4734;2022-07-25;GreenMDC;Евразия Телеком;;Никитин;Юль
4667;4735;2022-07-25;StepLogic;СБД;;Нилов;Антоновский
4668;4736;2022-07-25;IBS Platformix;ОКБМ Африкантов;;Никитин;Епихин
4669;4737;2022-07-26;Sinto;Свисс Кроно;Марвел;Турков;Курышев
4670;4738;2022-07-26;Lanit Nord;Свисс Кроно;;Попова;Тугаев
4671;4739;2022-07-26;Technomax;АО «Германий», ИНН 2462214466;OCS;Кононов;Тугаев
4672;4740;2022-07-26;Talmer;ЦРПТ;;Попова;Тугаев
4673;4741;2022-07-27;Bulat;"ООО ""Газпромнефть ИТО""";Марвел;Филипчук;Курышев
4674;4742;2022-07-27;Sunline Engineering;Филип Моррис;;Турков;Антоновский
4675;4743;2022-07-27;Borlas;ЦАГИ;Марвел;Филипчук;Антоновский
4676;4744;2022-07-27;Nauka Svyaz;Наука Связь;;Турков;Антоновский
4677;4745;2022-07-27;Softline;Облачные технологии (Сберклауд);Марвел;Филипчук;Антоновский
4678;4746;2022-07-27;Talmer;Криптонит;;Попова;Тугаев
4679;4747;2022-07-27;Step logic;Сбербанк;;Филипчук;Юль
4680;4748;2022-07-27;Neeco;Медсервис (Салават);Мерлион;Турков;Антоновский
4681;4749;2022-07-27;Iteco;Краевое государственное казённое учреждение «Хабаровское управление автомобильных дорог» (КГКУ «Хабаровскуправтодор»);;Филипчук;Юль
4682;4750;2022-07-27;Sonet Inv;;;Дианова;Тугаев
4683;4751;2022-07-27;Talmer;МФИ Соф;;Попова;Тугаев
4684;4752;2022-07-27;abak2000;"АО ""КАУСТИК""";;Никитин;Юль
4685;4753;2022-07-28;Gamma Technologies;Южно-Российский государственный политехнический университет имени М. И. Платова — университет в городе Новочеркасске Ростовской области.;;Филипчук;Епихин
4686;4754;2022-07-28;ELKO;ООО «РН-СтройКонтроль»;;Кононов;Тугаев
4687;4755;2022-07-28;CIS;Автелком;Мерлион;Турков;Антоновский
4688;4756;2022-07-28;Netland;Многофункциональный гостиничный комплекс;;Филипчук;Антоновский
4689;4757;2022-07-28;Iso-energo;ГАЗПРОМНЕФТЬ-СНАБЖЕНИЕ;Марвел;Филипчук;Антоновский
4690;4758;2022-07-28;Iso-energo;РН-Комсомольский НПЗ;Мерлион;Филипчук;Курышев
4691;4759;2022-07-28;Inline;Башнефть-Добыча;;Филипчук;Антоновский
4692;4760;2022-07-28;Softline;РАСУ (7734358970);OCS;Кононов;Тугаев
4693;4761;2022-07-28;Tempesto;;;Попова;Тугаев
4694;4762;2022-07-28;AMD Tech;;;Олифер;Антоновский
4695;4763;2022-07-28;Basic technologies;Мосэнергосбыт;Марвел;Филипчук;Курышев
4696;4764;2022-07-28;Ruform;RUTUBE;;Черкашин;Тугаев
4697;4765;2022-07-28;Rittal;;;Дианова;Тугаев
4698;4766;2022-07-29;USSB;РУСИБ;;Никитин;Антоновский
4699;4767;2022-07-29;Pir;Энергосбытовая компания АО «НЭСК»;;Филипчук;Антоновский
4700;4768;2022-07-29;OCS;DataPro;OCS;Кононов;Тугаев
4701;4769;2022-07-29;Marvel;РТК Сервис (Ростелеком);Марвел;Турков;Антоновский
4702;4770;2022-07-29;IEK;РАН;;Дьяков;Тугаев
4703;4771;2022-07-29;Komis;АО «Газпромнефть-МНПЗ»»;Марвел;Филипчук;Антоновский
4704;4772;2022-07-29;Lanit Nord;;;Попова;Тугаев
4705;4773;2022-08-01;TrcTech;СО ЕЭС Балтийского РДУ (Калининград);Мерлион;Турков;Антоновский
4706;4774;2022-08-01;Electroindustry;Тулаточмаш;;Попова;Тугаев
4707;4775;2022-08-01;Optima;Ист КОнтех;Мерлион;Турков;Курышев
4708;4776;2022-08-01;RTK Service;Ростелеком;OCS;Кононов;Тугаев
4709;4777;2022-08-01;Gamma Technologies;МРУ РОСАЛКОГОЛЬРЕГУЛИРОВАНИЯ ПО ЮЖНОМУ ФЕДЕРАЛЬНОМУ ОКРУГУ;;Филипчук;Курышев
4710;4778;2022-08-02;Talmer;МФИ Соф;;Попова;Тугаев
4711;4779;2022-08-02;SvyazMontazh;"ЗАО ""Связь-монтаж""";;Дьяков;Тугаев
4712;4780;2022-08-02;Sinto;ТГК 2 Территориальная генерирующая компания № 2;;Турков;Курышев
4713;4781;2022-08-02;Abitech;Почта банк;;Турков;Епихин
4714;4782;2022-08-02;OCS;Ростелеком;OCS;Кононов;Антоновский
4715;4783;2022-08-02;Greenstroymaster;"ООО ""ГРИНСТРОЙМАСТЕР""";;Дьяков;Тугаев
4716;4784;2022-08-02;Katarsis;ПКБ Северное;Марвел;Турков;Антоновский
4717;4785;2022-08-02;StarTech;Вымпелком;;Черкашин;Тугаев
4718;4786;2022-08-02;Selectel;Селектел;;Никитин;Антоновский
4719;4787;2022-08-02;Marvel;Яндекс;Марвел;Филипчук;Антоновский
4720;4788;2022-08-02;Marvel;Макомнет;;Турков;Епихин
4721;4789;2022-08-02;Croc;ИТАР ТАСС;;Никитин;Епихин
4722;4790;2022-08-03;RentNet;Ретн-Нет;;Кононов;Тугаев
4723;4791;2022-08-03;RIT;;;Попова;Тугаев
4724;4792;2022-08-03;Teplosphere;МГТУ Баумана;;Турков;Курышев
4725;4793;2022-08-03;Marvel;НПФ Открытие;Марвел;Турков;Епихин
4726;4794;2022-08-03;PetroElectroComplex;Проектируемый объект – здания объекта среднего общего образования на 825 мест с бассейном;Марвел;Филипчук;Курышев
4727;4795;2022-08-03;DataDom;Администрация Воронежской области;;Никитин;Юль
4728;4796;2022-08-03;Gazprom automation;Конечный пользователь: ООО «Газпром трансгаз Москва»;;Филипчук;Курышев
4729;4797;2022-08-03;Marvel;Промсвязьбанк;;Турков;Епихин
4730;4798;2022-08-03;TrendEngineering;АртПласт;;Дьяков;Тугаев
4731;4799;2022-08-03;Wizard;Астра (ИНН 7715936545);;Турков;Антоновский
4732;4800;2022-08-03;Croc;Баланс-Платформа;Марвел;Никитин;Антоновский
4733;4801;2022-08-03;DataDom;Администрация Воронежской области;;Никитин;Юль
4734;4802;2022-08-04;Marvel;РТК ЦТ;;Турков;Антоновский
4735;4803;2022-08-04;Merlion;Сбер;Мерлион;Нилов;Курышев
4736;4804;2022-08-04;Tempesto;;;Попова;Тугаев
4737;4805;2022-08-04;Talmer;МФИ Соф;;Попова;Тугаев
4738;4806;2022-08-04;AP-Voskhod;АП-Восход;;Попова;Тугаев
4739;4807;2022-08-04;Satel;АО «Профессиональный Строитель»;;Турков;Антоновский
4740;4808;2022-08-04;NTC PIK;;;Дьяков;Тугаев
4741;4809;2022-08-04;Miran;МИРАН;;Никитин;Курышев
4742;4810;2022-08-05;NPP SAM;НПП САМ;;Черкашин;Тугаев
4743;4811;2022-08-05;Marvel;Яндекс;Марвел;Филипчук;Курышев
4744;4812;2022-08-05;RIT;;;Попова;Тугаев
4745;4813;2022-08-05;ComplexResheniya;АО «Концерн Росэнергоатом»;;Попова;Тугаев
4746;4814;2022-08-05;Sinto;Белебеевский молочный комбинат;Марвел;Турков;Юль
4747;4815;2022-08-05;Pilot;"ООО ""ПИЛОТ""";;Дьяков;Тугаев
4748;4816;2022-08-05;RIT;;;Попова;Тугаев
4749;4817;2022-08-08;FSS;ФГКУ В/Ч36391 (ФСБ);;Филипчук;Курышев
4750;4818;2022-08-08;Step logic;Сбербанк;Марвел;Филипчук;Антоновский
4751;4819;2022-08-08;Inline telecom;Центр Хранения Данных;;Турков;Антоновский
4752;4820;2022-08-08;Galard;Администрация Владимирской области;;Филипчук;Антоновский
4753;4821;2022-08-08;Impuls Telekom;ПКП ТЕПЛОСФЕРА;Марвел;Турков;Антоновский
4754;4822;2022-08-08;Tirs;ПАО РОСТЕЛЕКОМ;;Черкашин;Тугаев
4755;4823;2022-08-09;Kortekh;Банк Санкт-Петербург;Марвел;Филипчук;Антоновский
4756;4824;2022-08-09;GSPI;ФГУП «Научно-исследовательский институт имени А.П. Александрова»;;Дьяков;Тугаев
4757;4825;2022-08-09;Borlas;РК ЦИФРА;Марвел;Филипчук;Антоновский
4758;4826;2022-08-09;Croс;КРОК;;Никитин;Антоновский
4759;4827;2022-08-09;Associaciya technika;ПАО КАМАЗ;;Никитин;Антоновский
4760;4828;2022-08-09;Elcorservice;ЭлкорСервис;;Кононов;Тугаев
4761;4829;2022-08-09;Softline;РТК-СЕРВИС;Марвел;Никитин;Антоновский
4762;4830;2022-08-09;Marvel;ДАТАПРО;Марвел;Никитин;Антоновский
4763;4831;2022-08-09;Marvel;Яндекс;Марвел;Филипчук;Курышев
4764;4832;2022-08-09;Rittal;;;Кукарских;Тугаев
4765;4833;2022-08-09;A-Systems;ОАО «НПК «НИИДАР»;Марвел;Филипчук;Епихин
4766;4834;2022-08-10;Infosel;Гринатом;Марвел;Филипчук;Антоновский
4767;4835;2022-08-10;Delta;ЦОД Eriell Uzbekistan (Эриэль Узбекистан);;Турков;Курышев
4768;4836;2022-08-10;Dokasnab;;;Никитин;Антоновский
4769;4837;2022-08-10;Dokasnab;;;Никитин;Антоновский
4770;4838;2022-08-10;Rittal;;;Дианова;Тугаев
4771;4839;2022-08-10;Imba IT;РТУ МИРЭА;;Турков;Епихин
4772;4840;2022-08-10;Compulink; «Ванинский морской торговый порт» (АО «Порт Ванино»);;Филипчук;Курышев
4773;4841;2022-08-11;Dokasnab;Вайнах Телеком;;Нилов;Курышев
4774;4842;2022-08-11;Sovtech;Белая Гора;Марвел;Филипчук;Антоновский
4775;4843;2022-08-11;Dclogic;Х5;Марвел;Филипчук;Антоновский
4776;4844;2022-08-11;Marvel;ЗАО НИПО, г. Пермь;Марвел;Филипчук;Антоновский
4777;4845;2022-08-11;Elinkor;Оборудование ЦОД для Керама Марацци;Марвел;Филипчук;Антоновский
4778;4846;2022-08-11;Sonet Inv;;;Дианова;Тугаев
4779;4847;2022-08-11;Smart Tech;Москвоский метрополитен;;Никитин;Епихин
4780;4848;2022-08-11;DataDom;Электронная Москва;;Никитин;Антоновский
4781;4849;2022-08-12;Spectr-RS;"АО ""Электросвязь""";;Филипчук;Епихин
4782;4850;2022-08-12;AC-ENERGY;Парус Электро;;Филипчук;Антоновский
4783;4851;2022-08-12;Electroindustry;Тулаточмаш;;Попова;Тугаев
4784;4852;2022-08-12;Fortdialog;Исследовательский центр Геосфера;;Филипчук;Курышев
4785;4853;2022-08-12;Wizard;АО АСТРА;;Филипчук;Антоновский
4786;4854;2022-08-12;Rubitech;РФЯЦ;;Никитин;Антоновский
4787;4855;2022-08-12;Jet;АВИЛОН;;Никитин;Епихин
4788;4856;2022-08-12;Iteco;Телекомпания НТВ;;Филипчук;Епихин
4789;4857;2022-08-15;USSB;АО РОТЭК;;Никитин;Антоновский
4790;4858;2022-08-15;USSB;АО РОТЭК;;Никитин;Антоновский
4791;4859;2022-08-15;Marvel;Министерство транспорта Ростовской области г. Ростов на Дону;Марвел;Турков;Антоновский
4792;4860;2022-08-15;Esilengineering;Ростелеком;Мерлион;Турков;Антоновский
4793;4861;2022-08-15;Croс;КРОК;;Кононов;Тугаев
4794;4862;2022-08-15;Elcorservice;Тинькофф;;Кононов;Тугаев
4795;4863;2022-08-15;Marvel;Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева;Марвел;Филипчук;Антоновский
4796;4864;2022-08-15;Marvel;Балтийский химический комплекс;Марвел;Турков;Антоновский
4797;4865;2022-08-15;Marvel;АГРОТОРГ;;Турков;Антоновский
4798;4866;2022-08-15;Marvel;ГНИВЦ;Марвел;Турков;Антоновский
4799;4867;2022-08-15;Marvel; К Технологии;Марвел;Филипчук;Курышев
4800;4868;2022-08-15;Insentry;Управление вооружения ФСО РФ;;Филипчук;Антоновский
4801;4869;2022-08-15;Tempesto;Электросвязь г. Махачкала;;Попова;Тугаев
4802;4870;2022-08-15;Merlion;ЦОД БТБ Д;Мерлион;Филипчук;Курышев
4803;4871;2022-08-15;STK;Самотлорнефтегаз;;Черкашин;Тугаев
4804;4872;2022-08-16;Jet;РОСТЕЛЕКОМ;;Никитин;Антоновский
4805;4873;2022-08-16;Icore;Сбер;;Нилов;Антоновский
4806;4874;2022-08-16;Ixcellerate;Ixcellerate;;Никитин;Курышев
4807;4875;2022-08-16;Teleport;МРСК;;Черкашин;Тугаев
4808;4876;2022-08-16;S-Terra;S-Terra;;Кононов;Тугаев
4809;4877;2022-08-16;Rittal;;;Дианова;Тугаев
4810;4878;2022-08-16;Aquarius;ЦБ РФ;Марвел;Филипчук;Курышев
4811;4879;2022-08-16;Impuls Telekom;КТ Логистик, Крымтехнологии;;Филипчук;Антоновский
4812;4880;2022-08-16;Ixcellerate;Ixcellerate;;Никитин;Курышев
4813;4881;2022-08-16;Radius;Радиус;;Черкашин;Тугаев
4814;4882;2022-08-16;Argument Ing;Аргумент инжиниринг;;Черкашин;Тугаев
4815;4883;2022-08-16; DEPO;DEPO;;Дианова;Тугаев
4816;4884;2022-08-17;Ritm IT;АЛГОРИТМ.СНАБЖЕНИЕ;OCS;Кононов;Тугаев
4817;4885;2022-08-17;Rotec;ОАО РЖД;МАРВЕЛ;Никитин;Курышев
4818;4886;2022-08-17;Tochka konsolidatsii;ММТС М9;;Никитин;Курышев
4819;4887;2022-08-17;Spectr-RS;Ixcellerate;;Никитин;Курышев
4820;4888;2022-08-17;Oberon;Промсвязьбанк;;Кононов;Тугаев
4821;4889;2022-08-17;Yandex;Яндекс Маркет;Марвел;Филипчук;Юль
4822;4890;2022-08-17;PlanD;Институт Генплана Москвы;;Дьяков;Тугаев
4823;4891;2022-08-17;Croc;Крок;Марвел;Никитин;Юль
4824;4892;2022-08-17;Technoprom;ФГУП нтц Орион;Марвел;Филипчук;Юль
4825;4893;2022-08-18;RTK IB;"ГБУ РС (Я) ""РЦИТ""";;Черкашин;Тугаев
4826;4894;2022-08-18;USSB;БЦ МЕТЕОР;;Никитин;Курышев
4827;4895;2022-08-18;TopEnergy;АО Группа Илим;;Турков;Курышев
4828;4896;2022-08-18;Production lines;СПБ ГУП «ГОРЭЛЕКТРОТРАНС».;Марвел;Турков;Курышев
